pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Era Mulya Citra Warna","BRANCH MANAGER TEGAL","KOTA TEGAL",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Manajer - Departemen",https://karir.com//opportunities/1349684,"Tidak Disebutkan","<p></p><ul><li>Pria
</li><li>Mempunyai visi sebagai pengusaha (sudah bosan sebagai karyawan)
</li><li>Memiliki mental &amp; dan daya juang pengusaha
</li><li>Siap merintis usaha dicabang
</li><li>Siap mengelola &amp; menerima profit sharing
</li><li>Target oriented
</li><li>Kemampuan membentuk / mengendalikan tim
</li><li>Kemampuan membentuk pasar
</li><li>Siap bekerja keras &amp; bekerja dibawah tekanan
</li></ul><p></p>
<p>Fasilitas :
</p><p></p><ul><li>Profit sharing yang diberikan setiap awal tahun
</li><li>Komisi &amp; insentif yang bisa didapatkan setiap bulan
</li><li>Reward &amp; bonus tahunan yang menjanjikan
</li><li>Gaji
</li><li>Tunjangan operasional
</li><li>Dicover oleh bpjs kesehatan &amp; ketenagakerjaan
</li><li>Difasilitasi oleh kendaraan operasional
</li><li>Notebook untuk memudahkan dalam bekerja</li></ul><p></p>















",2024-03-28T04:55:54.268708Z
"PT YONTOMO SUKSES ABADI","SALES OIL GAS, MINING, EPC, SUGAR COMPANY - TANGERANG",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1390361,"Tidak Disebutkan","<p>1. Umur maksimal 35 tahun
</p><p>2. Pendidikan D3 &amp; S1 Teknik
</p><p>3. Pengalaman Sebagai Sales minimal 3-5 tahun dibidang Industri Tambang (Mining) / Pabrik Gula (Sugar) / Oil Gas / EPC (Engineering-Procurement-Constrution)
</p><p>4. Mempunyai sales skill, skill komunikasi yang baik, memiliki kejujuran dan mampu bekerjasama dalam tim
</p><p>6. Bersedia untuk mencapai target yang telah ditentukan perusahaan
</p><p>7. Bersedia untuk melalukan perjalanan dinas luar kota
</p><p>8. Kantor : Tangerang</p>",2024-03-28T00:42:10.236664Z
"PT Mitra Insan Sejahtera","Asisten Apoteker","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1281304,"Tidak Disebutkan","<p>&nbsp;</p>

<ol>
	<li>Wanita, lajang, usia maks. 26th, pendidikan min. D3 Jurusan Farmasi,</li>
	<li>Jujur, rajin dan bertanggung jawab</li>
	<li>Dapat dipercaya, dan dapat berkomunikasi dengan baik secara lisan maupun tulisan.</li>
	<li>Memiliki semangat untuk mempelajari hal-hal baru dan cepat beradaptasi dalam lingkungan baru.</li>
	<li>Mampu bekerja secara team maupun individu</li>
</ol>

<p>&nbsp;</p>
",2024-03-28T01:30:44.701484Z
"PT Shelter Nusantara","HR Business Partner",Manado,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394509,"Tidak Disebutkan","<p>Laki-laki
</p>
<p>Usia maks 35 tahun
</p><p>Pendidikan min. D3 semua jurusan
</p><p>Berpengalaman min. 1 tahun di bidang yang sama
</p><p>Menguasai payroll, excel, administrasi
</p><p>Bersedia training di Surabaya selama 2-3 bulan
</p><p>Penempatan Manado</p>




",2024-03-28T08:04:09.917467Z
"PT Mitra Insan Sejahtera","Warehouse Officer","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1270703,"Tidak Disebutkan","<ul>
	<li>Pria/ Wanita</li>
	<li>usia maks. 26th ,</li>
	<li>pendidikan min. SMA Segala Jurusan,&nbsp;</li>
</ul>
",2024-03-28T01:46:54.520978Z
"PT Imecon Teknindo","Sales Taking Order (Medan)",Medan,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1358091,"Tidak Disebutkan","<ol><li>Pria / Wanita</li><li>Usia Max 27 Tahun</li><li>Pendidikan Min SMA/SMK Sederajat</li><li>Wajib memiliki Motor &amp; SIM C Aktif</li><li>Dapat Bekerja dalam Team dan Tekanan Target&nbsp;</li><li>Berpengalaman di Bidang yg sesuai&nbsp;</li></ol>",2024-03-28T06:23:07.182872Z
"PT Mitra Insan Sejahtera",Teknisi,"Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1253280,"Tidak Disebutkan","<ul>
	<li>Pria</li>
	<li>usia maks.25 th</li>
	<li>pendidikan min. SMA / SMK Segala Jurusan (lebih disukai jurusan teknik)&nbsp; &nbsp; &nbsp;</li>
</ul>
",2024-03-28T01:41:41.730501Z
"PT Mitra Insan Sejahtera","Marketing Supervisor",Banjarmasin,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Staf Senior",https://karir.com//opportunities/1394016,"Tidak Disebutkan","<ul>
	<li>Usia Maks 33&nbsp;Tahun</li>
	<li>Pendidikan Min SMA/SMK Semua Jurusan</li>
	<li>Dapat berkomunikasi dengan baik</li>
	<li>Memiliki kendaraan bermotor dan SIM C</li>
	<li>Menyukai pekerjaan lapangan</li>
	<li>Memiliki pengalaman sebagai marketing/Sales Min 1 Tahun</li>
	<li>Dapat bekerja dalam team</li>
</ul>
",2024-03-28T01:43:23.340304Z
"PT Mitra Insan Sejahtera","Beauty Consultant","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1253314,"Tidak Disebutkan","<ul>
	<li>Wanita</li>
	<li>Usia maksimal 26 tahun</li>
	<li>Minimal D3 Segala Jurusan</li>
</ul>
",2024-03-28T01:47:18.20619Z
"PT YONTOMO SUKSES ABADI","SALES OIL GAS, MINING, EPC, SUGAR COMPANY - TANGERANG",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1390361,"Tidak Disebutkan","<p>1. Umur maksimal 35 tahun
</p><p>2. Pendidikan D3 &amp; S1 Teknik
</p><p>3. Pengalaman Sebagai Sales minimal 3-5 tahun dibidang Industri Tambang (Mining) / Pabrik Gula (Sugar) / Oil Gas / EPC (Engineering-Procurement-Constrution)
</p><p>4. Mempunyai sales skill, skill komunikasi yang baik, memiliki kejujuran dan mampu bekerjasama dalam tim
</p><p>6. Bersedia untuk mencapai target yang telah ditentukan perusahaan
</p><p>7. Bersedia untuk melalukan perjalanan dinas luar kota
</p><p>8. Kantor : Tangerang</p>",2024-03-28T00:42:10.236664Z
"PT Mitra Insan Sejahtera",Apoteker,"Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1270723,"Tidak Disebutkan","<ul>
	<li>Wanita.</li>
	<li>Usia Max. 40th.</li>
	<li>Min memiiki pengalaman sebagai Apoteker</li>
</ul>
",2024-03-28T01:45:10.89029Z
"PT Mitra Insan Sejahtera","Production Staff","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1266893,"Tidak Disebutkan","<p>&nbsp;</p>

<ul>
	<li>Pria/ Wanita. Max 26 th. Min Apoteker/ S1 Farmasi/ Kimia/ Teknik Kimia/ Teknik Industri. Penempatan Kadu Tangerang.</li>
	<li>Jujur, rajin dan bertanggung jawab</li>
	<li>Dapat dipercaya, dan dapat berkomunikasi dengan baik secara lisan maupun tulisan.</li>
	<li>Memiliki semangat untuk mempelajari hal-hal baru dan cepat beradaptasi dalam lingkungan baru.</li>
	<li>Mampu bekerja secara team maupun individu</li>
</ul>

<p>&nbsp;</p>
",2024-03-28T01:40:53.98627Z
"PT Shelter Nusantara","Teknisi Listrik",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394508,"Tidak Disebutkan","<p>- Laki - laki usia max 35 tahun&nbsp;</p><p>- Pendidikan minimal SMK - S1 Listrik</p><p>- Bisa Baca Panel</p><p>- Paham Alat2 Listrik</p><p>- Paham Arus Lemah</p><p>- Penempatan Karanganyar Solo</p>",2024-03-28T07:31:00.465578Z
"PT Era Mulya Citra Warna","BRANCH MANAGER TEGAL","KOTA TEGAL",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Manajer - Departemen",https://karir.com//opportunities/1349684,"Tidak Disebutkan","<p></p><ul><li>Pria
</li><li>Mempunyai visi sebagai pengusaha (sudah bosan sebagai karyawan)
</li><li>Memiliki mental &amp; dan daya juang pengusaha
</li><li>Siap merintis usaha dicabang
</li><li>Siap mengelola &amp; menerima profit sharing
</li><li>Target oriented
</li><li>Kemampuan membentuk / mengendalikan tim
</li><li>Kemampuan membentuk pasar
</li><li>Siap bekerja keras &amp; bekerja dibawah tekanan
</li></ul><p></p>
<p>Fasilitas :
</p><p></p><ul><li>Profit sharing yang diberikan setiap awal tahun
</li><li>Komisi &amp; insentif yang bisa didapatkan setiap bulan
</li><li>Reward &amp; bonus tahunan yang menjanjikan
</li><li>Gaji
</li><li>Tunjangan operasional
</li><li>Dicover oleh bpjs kesehatan &amp; ketenagakerjaan
</li><li>Difasilitasi oleh kendaraan operasional
</li><li>Notebook untuk memudahkan dalam bekerja</li></ul><p></p>















",2024-03-28T04:55:54.268708Z
"PT Mitra Insan Sejahtera","Asisten Apoteker","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1281304,"Tidak Disebutkan","<p>&nbsp;</p>

<ol>
	<li>Wanita, lajang, usia maks. 26th, pendidikan min. D3 Jurusan Farmasi,</li>
	<li>Jujur, rajin dan bertanggung jawab</li>
	<li>Dapat dipercaya, dan dapat berkomunikasi dengan baik secara lisan maupun tulisan.</li>
	<li>Memiliki semangat untuk mempelajari hal-hal baru dan cepat beradaptasi dalam lingkungan baru.</li>
	<li>Mampu bekerja secara team maupun individu</li>
</ol>

<p>&nbsp;</p>
",2024-03-28T01:30:44.701484Z
"PT Akari Indonesia",Salesman,Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1393217,"Tidak Disebutkan","<ul><li>Pria dengan maksimal usia 35 tahun&nbsp;</li><li>Pendidikan min. D3 (semua jurusan)</li><li>Berpengalaman dibidang sales elektronik min. 1 tahun&nbsp;</li><li>Memiliki sim aktif &amp; memiliki akses kendaraan pribadi&nbsp;</li><li>Dapat berbahasa mandarin merupakan nilai plus&nbsp;</li></ul>",2024-03-27T02:23:35.735036Z
"PT Neural Technologies Indonesia","Odoo Developer","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1394473,"Tidak Disebutkan","<p><ol><li>At least a minimal 1 year of programming experience (especially Odoo ERP)</li><li>Strong skills in Javascript, and Python.</li><li>Know the concept of OOP, JSON API</li><li>Good knowledge about QWeb</li><li>Proficient in SQL database, relational &amp; non-relational databases like PostgreSQL, and SQL.</li><li>Experience in developing custom modules.</li><li>Experience using GIT or Versioning Control</li><li>Passionate about coding and development.</li><li>Good troubleshooting and problem-solving skills.</li><li>Having good communication and working on teams</li></ol></p><br>








",2024-03-27T01:59:14.85804Z
"PT Bangun Sumberdaya Mandiri","Sales Promotion Boy (Building Material)",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Staf Senior",https://karir.com//opportunities/1389804,"Tidak Disebutkan","<p><ul><li>Umur maksimal 40 tahun
</li><li>Berpenampilan menarik, ramah, komunikatif, energik dan kreatif.
</li><li>Minimal lulusan SMA atau sederajat.
</li><li>Memahami MS. Office, Excel, Words.
</li><li>Berpengalaman 2 tahun sebagai Sales Assistant dibagian retail.
</li><li>Berpengalaman sebagai Sales di Retail Bahan Bangunan menjadi nilai plus.
</li><li>Mampu bekerja secara Individual ataupun Teamwork bersedia bekerja secara shift.
</li><li>Bersedia untuk dilakukan mutasi / rolling ke cabang lain jika memang dibutuhkan.</li></ul></p>",2024-03-27T04:22:34.205039Z
"PT Akari Indonesia","Promotor Elektronik ","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1393213,"Tidak Disebutkan","<p></p><ul><li>Pria / Wanita max usia 30 tahun&nbsp;</li><li>Pendidikan min. SMA / sederajat&nbsp;</li><li><strong>Memiliki pengalaman min. 1 tahun di bidang promotor elektronik&nbsp;</strong></li><li><strong>Berpenampilan menarik&nbsp;</strong></li><li><strong>Memiliki kemampuan untuk menjual barang elektronik&nbsp;</strong></li><li>Percaya diri&nbsp;</li><li>Memiliki kemampuan untuk berkomunikasi dengan baik&nbsp;</li><li>Aktif sosial media menjadi poin plus&nbsp;</li><li>Dapat bekerja dalam tim</li><li>Tidak mudah menyerah &amp; jujur</li></ul><p></p>",2024-03-27T02:23:42.987085Z
"PT Asia Garments Accesories","Marketing (Pekalongan)",Pekalongan,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394482,"Tidak Disebutkan","<p>1 Pria/Wanita, Usia 20-40 tahun
</p>
<p>2 Pernah dibidang sales minimal 1 tahun
</p><p>3 Berpenampilan menarik &amp; Good Looking 
</p><p>4 Bisa berkendara motor &amp; mobil lebih disukai
</p><p>5 Bersedia keliling pasar modern &amp; tradisional market didalam/luar kota 
</p><p>6 Kemampuan negosiasi dan meyakinkan sangat baik
</p><p>7 Terbiasa kerja dengan target dan memiliki kecerdasan emosi yang baik 
</p><p>8 Karakteristik lebih dominan Energik, Ekstrovert &amp; Eksplorasi
</p><p>9 Responsif, aktif &amp; informatif terhadap internal dan external 
</p><p>10 Senang bertemu dengan orang baru &amp; bisa tertantang/highly motivated dengan target
</p><p>11 Domisili pekalongan sekitarnya</p>








",2024-03-27T07:32:28.94201Z
"PT Akari Indonesia","Teknisi Audio - Video ",Banjarmasin,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1393215,"Tidak Disebutkan","<ul><li>Pria dengan maksimal usia 30 tahun</li><li>Pendidikan SMK dengan jurusan Audio-Video</li><li>Berpengalaman min. 2 tahun di bidang nya&nbsp;</li><li>Memiliki SIM C aktif&nbsp;</li></ul>",2024-03-27T02:23:47.802236Z
"PT Bangun Sumberdaya Mandiri","Sales Promotion Boy",Bekasi,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Staf Senior",https://karir.com//opportunities/1389319,"Tidak Disebutkan","<ul><li>Umur maksimal 40 tahun</li><li>Berpenampilan menarik, ramah, komunikatif, energik dan kreatif.</li><li>Minimal lulusan SMA atau sederajat.</li><li>Memahami MS. Office, Excel, Words.</li><li>Berpengalaman 2 tahun sebagai Sales Assistant dibagian retail.</li><li>Berpengalaman sebagai Sales di Retail Bahan Bangunan menjadi nilai plus.</li><li>Mampu bekerja secara Individual ataupun Teamwork bersedia bekerja secara shift.</li><li>Bersedia untuk dilakukan mutasi / rolling ke cabang lain jika memang dibutuhkan.</li></ul>",2024-03-27T04:23:24.085889Z
"PT Asia Garments Accesories","SPG/B (Pekalongan)",Pekalongan,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA"",""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394485,"Tidak Disebutkan","<p>1 Pria/Wanita, usia 20-35 tahun 
</p>
<p>2 Berpenampilan menarik &amp; Good Looking 
</p><p>3 Memiliki kemampuan komunikasi yang bagus 
</p><p>4 Bisa negosiasi dan meyakinkan dengan baik 
</p><p>5 Terbiasa kerja dengan target dan memiliki kecerdasan emosi yang baik 
</p><p>6 Karakteristik lebih dominan Energik, Ekstrovert &amp; Eksplorasi
</p><p>7 Responsif, aktif &amp; informatif terhadap internal dan external 
</p><p>8 Senang bertemu dengan orang baru &amp; bisa tertantang/highly motivated dengan target
</p><p>9 Domisili pekalongan sekitarnya</p>






",2024-03-27T07:46:19.700199Z
"PT Indomobil Finance Indonesia","Field Collection Staff - Dumai","KOTA DUMAI",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394476,"Tidak Disebutkan","<ul><li>Pendidikan min. SMA/SMK/sederajat (D3/S1 diutamakan)
</li><li>Usia maks. 32 tahun
</li><li>Memiliki motor pribadi dan SIM C
</li><li>Pengalaman diutamakan minimal 1 Tahun
</li><li>Menyukai pekerjaan lapangan dan bersedia bekerja dengan target
</li><li>Memahami alur proses penagihan
</li><li><strong>Penempatan: Dumai (Riau)</strong></li></ul>",2024-03-27T07:06:44.781917Z
"PT Asia Garments Accesories","Kasir (Pekalongan)",Pekalongan,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA"",""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394483,"Tidak Disebutkan","<p>1 Wanita, usia 20-35 tahun 
</p>
<p>2 Berpenampilan menarik &amp; Good Looking 
</p><p>3 Memiliki kemampuan administrasi yang bagus &amp; ketelitian yg tinggi dalam kerja
</p><p>4 Bisa berkomunikasi dengan bahasa yang 
</p><p>5 Terbiasa kerja dengan target dan memiliki kecerdasan emosi yang baik 
</p><p>6 Karakteristik lebih dominan Energik, Ekstrovert &amp; Eksplorasi
</p><p>7 Responsif, aktif &amp; informatif terhadap internal dan external 
</p><p>8 Senang bertemu dengan orang baru &amp; bisa tertantang/highly motivated dengan target
</p><p>9 Domisili pekalongan sekitarnya</p>






",2024-03-27T07:34:45.246196Z
"PT Shelter Nusantara","Beauty Advisor Kosmetik",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394481,"Tidak Disebutkan","<p>- Wanita usia max 30 tahun
</p><p>- Pendidikan minimal SMA
</p><p>- Pengalaman BA/SPG Kosmetik
</p><p>- Bisa Make-Up
</p><p>- Penempatan Jambi</p>



",2024-03-27T07:31:21.604578Z
"PT Shelter Nusantara","Beauty Advisor Kosmetik",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394480,"Tidak Disebutkan","<p>- Wanita usia max 30 tahun
</p>
<p>- Pendidikan minimal SMA
</p><p>- Pengalaman BA/SPG Kosmetik
</p><p>- Bisa Make-Up
</p><p>- Penempatan Kediri</p>


",2024-03-27T07:29:51.444031Z
"PT Astronacci International","Content Creator","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1385555,"Tidak Disebutkan","<p><strong>Kualifikasi :</strong></p>

<ol>
	<li>
	<p>S1 jurusan komunikasi/bahasa/lainnya</p>
	</li>
	<li>
	<p>Usia 25 - 35 tahun</p>
	</li>
	<li>
	<p>Pengalaman minimal 2 tahun dibidangnya</p>
	</li>
	<li>
	<p>Menyukai tantangan dan mampu bekerja sesuai deadline</p>
	</li>
	<li>
	<p>Mampu berbahasa Inggris dengan baik (speaking &amp; writing)</p>
	</li>
	<li>
	<p>Memahami format penulisan dengan baik</p>
	</li>
	<li>
	<p>Aktif, komunikatif, responsif</p>
	</li>
	<li>
	<p>Mampu melakukan multi-tasking</p>
	</li>
</ol>

<p><strong>Waktu Bekerja :</strong></p>

<p>Senin (07.45 - 16.45 WIB) dan Selasa - Jumat (08.30 - 17.30 WIB)</p>
",2024-03-27T04:41:36.776559Z
"PT Artha Dana Teknologi","Field Collection - Jabodetabek","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1321540,"Tidak Disebutkan","<p>&nbsp;</p>

<ul>
	<li>Minimal pengalaman 2 tahun di bank dan/atau multifinance (mempunyai pengalaman di industri fintech akan menjadi nilai tambah)</li>
	<li>Memiliki kendaraan bermotor dan minimal SIM C</li>
	<li>Minimal SMU atau sederajat</li>
	<li>Mempunyai kemampuan komunikasi dan negosasi yang baik</li>
	<li>Mempunyai kompetensi yang baik terutama di bidang field collection (penagihan lapangan) untuk pinjaman tanpa jaminan</li>
	<li>Memiliki persistensi dan orientasi yang kuat terhadap Pencapaian Target</li>
	<li>Mampu bekerja sama dalam team dengan interpersonal skill yang baik</li>
	<li>Familiar dengan penggunaan Aplikasi Komputer dan Microsoft Office</li>
	<li>Domisili di Jakarta / Bogor / Bekasi&nbsp;</li>
</ul>

<p>&nbsp;</p>
",2024-03-27T03:45:12.409258Z
"PT Shelter Nusantara",Waitress,Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394477,"Tidak Disebutkan","<p>- Wanita usia 19 – 25 tahun<br></p><p>- Pendidikan minimal SMK Perhotelan
</p><p>- Berpengalaman sebagai Waitress
</p><p>- Fresh Graduate dipersilahkan (berpengalaman magang sebagai waitress)&nbsp;</p><p>- Bisa Bahasa Mandarin
</p><p>- Good Looking
</p><p>- Penempatan Surabaya</p>",2024-03-27T07:24:13.248474Z
"ASABA GROUP","Technical Sales Support",Balikpapan,false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394479,"Tidak Disebutkan","<p></p><ul><li>Min. pendidikan SMK/Diploma jurusan Teknik Komputer</li><li>Memiliki pengalaman min. 1-2 Tahun sebagai Teknisi Komputer/IT Product, IT Hardware</li><li>Fresh Graduate diperbolehkan melamar&nbsp;</li><li>Mampu mengoperasikan komputer</li><li>Bersedia untuk mobilitas dan dinas keluar kota&nbsp;</li><li>Memiliki Setrifikan Vaksin Dosis 2&nbsp;</li><li>Penempatan Balikpapan, Kalimantan Timur&nbsp;</li></ul><p></p>",2024-03-27T07:26:58.613749Z
