pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"PT Indogear Transmisi Sistem","Admin Staff","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Indogear Transmisi Sistem adalah perusahaan yang bergerak di bidang distribusi spare part industry. Saat ini sedang membutuhkan kandidat untuk Admin Staff yang bertugas membantu eksekutif dalam hal mengorganisir dan memantau tugas administratif, toko kami yang berlokasi di Glodok dan Pluit, DKI Jakarta untuk mengurus dokumen maupun data perusahaan.

Tanggung Jawab Pekerjaan :

– Meng-input data ke komputer
– Memeriksa surat jalan dan faktur dengan teliti
– Filing dan fotokopi dokumen

Keahlian :

– Mahir mengoperasikan Microsoft Office dan Email
– Memiliki keahlian dalam surat-menyurat
– Memiliki komunikasi yang baik

Kualifikasi :

– Wanita
– Usia 20-35 tahun
– Pendidikan minimal SMA atau sederajat
– Berpengalaman di bidang yang sama

Waktu Bekerja :
Jam 8:30 s/d 17, Senin-Sabtu",https://www.loker.id/administrasi/staf-admin/admin-staff-pt-indogear-transmisi-sistem-jakarta-barat-11.html,"Posted Date: April 24, 2024"
"PT SUARA AGUNG","Marketing Excecutive","Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Suara Agung didirikan pada tahun 2007 sebagai perusahaan yang bergerak dibidang penerbitan Al-Qur’an dan buku-buku Islami. Saat ini kami sedang membutuhkan Staff Sales & Marketing yang kompeten dibidangnya untuk penempatan wilayah Jakarta (Lingkup kerja Jabodetabek, Karawang, Bandung dan sekitarnya).

Tanggung Jawab Pekerjaan :

•	Memberikan demonstrasi produk kepada staf dan klien, dan memimpin dalam menyelesaikan keluhan.
•	Menganalisis kinerja tim penjualan
•	Melakukan riset pasar dan berbagi temuan dengan tim.
•	Bekerja bersama tim untuk menyusun strategi untuk meningkatkan basis pelanggan.
•	Memberikan perkiraan penjualan yang akurat dan mengalokasikan sumber daya sehingga target terpenuhi.
•	Tetap memperhatikan kemajuan dalam pemasaran.
•	Aktif mencari new customer yang potensial yang sesuai dengan target perusahaan
•	Melakukan penjualan produk Suara Agung kepada existing customer ataupun new customer
•	Melakukan kunjungan rutin kepada customer dan menjaga hubungan baik dengan existing customer ataupun new customer
•	Membuat laporan secara berkala terkait kegiatan pemasaran dan penjualan produk Suara Agung

Keahlian :

– Mampu menguasai product knowledge (yang berkaitan dengan produk yang diterbitkan perusahaan) dengan cepat dan tepat
– Memiliki kemampuan interpersonal, komunikasi, dan negosiasi yang baik

Kualifikasi :

a. Laki-laki
b. Usia maksimal 30 Tahun
c. Minimal SMA/sederajat
d. Bersedia bekerja secara mobile (visit customer)
e.  Bersedia ditempatkan di Jakarta Timur (Matraman) , Lingkup kerja Jabodetabek, Karawang, Bandung dan sekitarnya
f. Wajib memiliki SIM C yang masih aktif
g. Memiliki pengalaman setidaknya 2 tahun dalam bidang Sales di bidang yang sama.",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-excecutive-pt-suara-agung-jakarta-timur.html,"Posted Date: April 24, 2024"
"PT Blackwater Indonesia",TeleMarketing,"Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Blackwater Indonesia merupakan perusahaan yang bergerak di industri Customer Goods. Perusahaan kami saat ini membutuhkan staff Telemarketing yang mampu mencari customer baru. Untuk lokasi kerja berada di daerah Kelapa Gading.

Tanggung Jawab Pekerjaan :

maintain hubungan dengan client
mencari order
mencapai target bulanan
mencari customer baru

Keahlian :

microsoft office basic
pintar berkomunikasi
bisa berkomunikasi dengan baik dan jelas

Kualifikasi :

Wanita tamatan min SMA/ SMK
MAX USIA 30 TH
pintar berkomunikasi
pintar berjualan ( nilai plus)
bisa bekerja dalam team dan individu

Waktu Bekerja :
8.00- 15.00, Senin-Jumat
Tunjangan :

uang target bulanan jika tercapai
uang target tahunan jika tercapai
bonus customer baru
THR",https://www.loker.id/telemarketing-telesales/telemarketing-pt-blackwater-indonesia-jakarta-utara.html,"Posted Date: April 24, 2024"
"Deta Yamaha Group","Staff Admin","Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Perusahaan bergerak di perdagangan dan jasa membutuhkan tenaga kerja untuk posisi Administrasi

Tanggung Jawab Pekerjaan :

Menginput data stok, data penjualan
Membuat tagihan atau invoice
Menginput data konsumen

Keahlian :

Wajib mahir ms. office terutama Excel

Kualifikasi :

Pria/ Wanita, umur max 25 tahun
Pendidikan min SMK/ Diploma
Fresh graduate silahkan melamar
Bersedia sewaktu waktu overtime

Waktu Bekerja :
Senin – Jumat jam 8.00 sd 17.00, Sabtu jam 8.00 sd 14.00",https://www.loker.id/administrasi/staf-admin/staff-admin-deta-yamaha-group-jakarta-pusat-2.html,"Posted Date: April 23, 2024"
"Kantor Konsultan S. Hanah, S.E.",Administrasi,"Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Kantor Konsultan S.Hanah, S.E. begerak dalam bidang jasa konsultan yang bergerak di bidang Hak Atas Kekayaan Intelektual.  membutuhkan staff yang akan bertugas mengurus korespondensi, membuat invoice dan semua yg berhubungan dengan administrasi perkantoran

Tanggung Jawab Pekerjaan :

membuat surat-surat promosi,
Invoice dan penagihan
korespondensi (bahasa indonesia dan Inggris)

Keahlian :

menguasai microsoft office
mengerti bahasa inggris baik lisan maupun tulisan

Kualifikasi :

Wanita
pengalaman minimal 1 tahun
diutamakan tinggal di Jakarta

Waktu Bekerja :
8.30 s/d 17.00",https://www.loker.id/administrasi/staf-admin/administrasi-kantor-konsultan-s-hanah-s-e-jakarta-pusat.html,"Posted Date: April 23, 2024"
"PT. Sarana Multi Intermoda","Staff Admin Monitoring","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT.Sarana Multi Intermoda ( SMI CARGO ) adalah Perusahaan yang bergerak di bidang jasa angkut transportasi pengiriman dan pengepakan barang dalam volume besar.
Management saat ini sedang mencari kandidat untuk memenuhi disposisi SDM di Operation Department dengan posisi sebagai Staf Admin Monitoring.
Posisi ini memerlukan SDM yang disiplin dan fokus pada kompetensi keilmuannya, beban kerja rutin yang harus dilakukan sebagai Staf Admin Monitoring adalah terkait tanggung jawab terhadap aktivitas administratif operasional pengiriman barang real time dan end to end.

Tanggung Jawab Pekerjaan :

Melakukan kontrol dan monitoring untuk eksekusi DO sesuai schedule.
Melakukan pemantauan status barang kiriman secara real time dan sesuai ETA.
Melakukan komunikasi dan koordinasi dengan Customer atau PIC terkait.
Membuat laporan harian terkait status barang kiriman.
Melakukan pekerjaan administrasi yang berkaitan dengan monitoring dan operasional.

Keahlian :

Menguasai perangkat lunak logistik.
Menguasai Microsoft Office dan Google Sheet/outlook.
Memiliki kemampuan input data/data entry.
Mempunyai kemampuan komunikasi yang baik dan efektif.

Kualifikasi :

Wanita, usia max 25 th
Pendidikan SMK – D3 – S1
Pengalaman Kerja minimal 1 tahun dibidang jasa pengiriman ( logistik/cargo )
Mempunyai Hp Android/Smartphone kapasitas RAM min 4GB
Mampu bekerja secara team dan individual

Waktu Bekerja :
09.00 – 18.00 Wib
Tunjangan :

BPJS

Insentif :

Overtime",https://www.loker.id/transportation-logistics/logistik/staff-admin-monitoring-pt-sarana-multi-intermoda-jakarta-utara.html,"Posted Date: April 23, 2024"
"PT Awaliyah Bouraq Indonesia","Staff Marketing","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","perusahaan kami bergerak di bidang wisata religi (umrah )
kami membutuhkan staff Marketing online dan offline agar bisa menjangkau para jamaah lewat tatap muka atau secara sosial median

Tanggung Jawab Pekerjaan :

mencari calon calon jamaah umrah lewat online maupun secara offline

Keahlian :

public speaking yang baik
bisa Multimedia 

Kualifikasi :

di utamakan wanita usia max 35thn
domisili jakarta
atau pernah bekerja di asuransi min 3thn ke atas

Waktu Bekerja :
pagi jam 09:00 – 17:00 sore",https://www.loker.id/pemasaran/komunikasi-pemasaran/staff-marketing-pt-awaliyah-bouraq-indonesia-jakarta-selatan.html,"Posted Date: April 23, 2024"
"PT Prioritas Confex Indonesia","Staff Administrasi Accounting","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT Prioritas Confex Indonesia adalah perusahaan yang bergerak di bidang kontraktor pameran dan membutuhkan karyawan untuk posisi Staff Administrasi dan Akunting.

Tanggung Jawab Pekerjaan :

1. Melakukan administrasi, surat-menyurat perusahaan.
2. Membuat invoice penjualan
3. Melakukan penagihan invoice yang jatuh tempo ke pelanggan
3. Pekerjaan yang ditugaskan perusahaan
4. Tugas Accurate : Invoice, Input Cost, Jurnal Umum, Input Data, Hutang & Piutang, Informasi Tambahan

Keahlian :

Menguasai Ms.office khususnya excel atau google sheet
Mengetahui pengoperasian Accurate
Memahami general accounting dan pembukuan
Memahami pembukuan AR/AP
Menguasai Bahasa inggris diutamakan

Kualifikasi :

– Perempuan
– Maksimal usia 25 tahun
– Berpenampilan rapi
– Pendidikan minimal SMA/SMK/Sederajat
– Diutamakan yang berdomisili di Jakarta Barat

Waktu Bekerja :
Senin – Jumat (09.00 WIB – 17.00 WIB), Sabtu (09.00 WIB-14.00 WIB)
Tunjangan :

BPJS Kesehatan
THR",https://www.loker.id/administrasi/staff-administrasi-accounting-pt-prioritas-confex-indonesia-jakarta-barat.html,"Posted Date: April 23, 2024"
"Grasberg Emas Star","Accounting Staff","Jakarta Timur","Rp.6 – 7 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Memastikan proses pencatatan akuntansi serta finansial perusahaan terlaksana dengan baik.
Memastikan semua aplikasi yang berkaitan dengan pajak dapat beroperasi dengan baik dan tidak ada keterlambatan dalam pembayaran pajak perusahaan.
Memastikan semua pengeluaran pajak perusahaan dihitung dan didokumentasikan dengan baik untuk selanjutnya dilaporkan kepada manajemen.
Memastikan dokumentasi faktur pajak terlaksana dengan baik.
Memastikan penyusunan dan pelaporan pajak berjalan sesuai dengan peraturan yang berlaku.

Tanggung Jawab Pekerjaan :

Membuat Faktur Pajak
Update Peraturan Perpajakan
Input E-SPT PPN
Mempersiapkan Kewajiban Pajak Bulanan dan Tahunan Perusahaan

Keahlian :

Microsoft office dan sofware yang berhubungan dengan pekerjaan

Kualifikasi :

Perempuan
Pendidikan minimal SMA sederajad
Fresh graduate silahkan melamar

Waktu Bekerja :
Jam 9 sd jam 17.00  (Senin sd jumat)
Tunjangan :

Uang Makan, Kesehatan,

Insentif :

Lembur, Perjalanan Dinas",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/accounting-staff-grasberg-emas-star-jakarta-timur.html,"Posted Date: April 23, 2024"
Lalulaku,"Staff Packing","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","CV Lalulaku Internusa bergerak di bidang perdagangan ecommerce, berdiri sejak 2018. Kami sedang mencari kandidat-kandidat berkompeten yang akan membantu kami pada posisi Staff Packing & Gudang.

Tanggung Jawab Pekerjaan :

– Melakukan Tugas Packing
– Melakukan pengecekan / QC sebelum barang dipacking
– Membantu berjalannya kinerja staff gudang dan operator gudang
– Membuat laporan secara berkala kepada Packaging Supervisor
– Menghitung stok barang masuk / barang keluar

Keahlian :

Menguasai packing barang
Menyusun barang secara sistematis

Kualifikasi :

– Pria / Wanita, umur min. 20 thn
– Pendidikan minimal SMA/SMK
– Domisili di Penjaringan Jakarta Utara
– Bersedia melakukan Over Time / Lembur

Waktu Bekerja :
Senin – Sabtu
Tunjangan :

Bonus bulanan

Insentif :

Uang Lembur",https://www.loker.id/transportation-logistics/packing/staff-packing-lalulaku-jakarta-barat.html,"Posted Date: April 23, 2024"
Lalulaku,"Staff Administrasi Kantor","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Lalulaku, Perusahaan kami bergerak di bidang perdagangan umum dan distribusi alat-alat rumah tangga. saat ini kami membuka lowongan kerja untuk mengisi posisi sebagai Staff Administrasi Kantor

Tanggung Jawab Pekerjaan :

– Membuat jadwal dan surat jalan pengiriman barang
– Membuat data entry pesanan
– Membuat laporan berkala (mingguan, bulanan atau periode tertentu)
– Membuat tagihan dan memastikan tagihan tersebut dibayarkan tepat waktu

Keahlian :

– Diutamakan dapat mengoperasikan Accurate
– Menguasai Microsoft Office

Kualifikasi :

– Wanita
– Pendidikan SMA/SMK Sederajat
– Pengalaman minimal 1 tahun di bidang administrasi
– Memiliki kemampuan komunikasi yang baik

Waktu Bekerja :
Senin – Sabtu",https://www.loker.id/administrasi/staf-admin/staff-administrasi-kantor-lalulaku-jakarta-barat.html,"Posted Date: April 23, 2024"
"PT ROYAL WESTINDO GLOBAL","Finance Staff","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Tanggung Jawab Pekerjaan :

Menyusun Laporan, Membuat Invoice, Reminder Customer

Keahlian :

Menguasai Exel & Word 

Kualifikasi :

Freshgraduate
Pendidikan minimal SMA sederajad

Waktu Bekerja :
Jam 08.00 – 18.00, Senin s/d Sabtu
Insentif :

Uang Lembur",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/finance-staff-pt-royal-westindo-global-jakarta-barat.html,"Posted Date: April 23, 2024"
"PT SALAM SEHAT INDONESIA","Staff Commercial","Jakarta Selatan","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","IT’s Buah butuh kamu untuk  menjadi Healtroops demi mewujudkan #SehatBerdampak 

Tanggung Jawab Pekerjaan :

– Membangun dan memelihara hubungan dengan customer
– Mencapai target penjualan

Keahlian :

– Copywriting
– Komunikasi efektif
– Kerjasama Tim
– Pemahaman product
– Kestabilan Emosional

Kualifikasi :

-Pendidikan min. SMA/SMK/Mahasiswa/i yang memiliki jiwa sosial
-Non pengalaman silahkan melamar
-Tidak memiliki riwayat penyakit tertentu
-Mampu untuk bekerja sama dalam tim serta beradaptasi dengan cepat

Waktu Bekerja :
09.00 s/d 17.00
Tunjangan :

Fasilitas Makan 3x sehari
Fasilitas Konsumsi Jus
Fasilitas Mess 

Insentif :

Uang lembur",https://www.loker.id/pemasaran/public-relation-humas/staff-commercial-pt-salam-sehat-indonesia-jakarta-selatan.html,"Posted Date: April 23, 2024"
"PT CHANDRA ANUGRAH GEMILANG","Staff Packer","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT Chandra Anugrah Gemilang merupakan perusahaan yang bergerak dibidang retail, saat ini sedang mencari staff Packer.

Tanggung Jawab Pekerjaan :

1. Melakukan pengemasan terhadap semua barang yang akan dikirim.
2. Mempick up barang pada rak sesuai dengan list orderan yang ada pada label pengiriman.
3. Memastikan barang yang dipacking sudah sesuai dari jenis, warna dan quantity.
4. Mengetahui dan memahami semua kode barang yang dijual.
5. Memastikan kebersihan area packing.
6. Menyusun barang pada rak.

Keahlian :

– Mampu berkomunikasi dengan baik dan dapat bekerja sama dengan tim.

Kualifikasi :

– Pria/Wanita, max 28 tahun
– Pendidikan SMA/SMK/Sederajat
– Bisa bekerja dengan cepat
– Pengalaman menjadi packer atau picker dan mengerti alur kerja online shop

Waktu Bekerja :
Senin-Jumat (08:00-17:00), Sabtu (08:00-15:00)
Tunjangan :

– Uang Makan
– Uang Lembur
– Bonus Per Target
– Bonus Kerajinan",https://www.loker.id/transportation-logistics/packing/staff-packer-pt-chandra-anugrah-gemilang-jakarta-utara.html,"Posted Date: April 23, 2024"
"CV Kencana Buana Prima","Staff Accounting","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","CV Kencana Buana Prima adalah perusahaan yang bergerak di bidang penjualan kertas retail dan juga percetakan. Kami mencari Staff Accounting baru untuk bergabung dengan perusahaan kami. Lokasi kantor administrasi kami berada di Kelapa Gading, Jakarta Utara.

Tanggung Jawab Pekerjaan :

– Melakukan data entry
– Membuat journal
– Membuat neraca laba rugi
– Melakukan pengecekan pembukuan keuangan
– Membuat rekonsiliasi Bank

Keahlian :

– Menguasai Ms Word dan Ms Excel
– Terbiasa menggunakan komputer
– Mampu beradaptasi menggunakan software yang sudah diterapkan di perusahaan

Kualifikasi :

– Pria/Wanita
– Usia <28 tahun
– Pendidikan min. SMA/SMK Sederajat
– Disiplin dan mampu berkerja sama dengan team

Waktu Bekerja :
Senin – Jumat 9.00 – 17.00, Sabtu 9.00 – 14.00
Tunjangan :

Uang makan harian setelah lulus masa percobaan selama 3 bulan",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-cv-kencana-buana-prima-jakarta-utara.html,"Posted Date: April 23, 2024"
"Uola Prima Sejahtera, PT","Staff Admin","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Tanggung Jawab Pekerjaan :

Office Administration

Keahlian :

Microsoft Office, Google Workspace, etc.
Able to communicate in English (Can speak Mandarin is preferred).

Kualifikasi :

Female
Maximum age 30 years old
Candidate must possess at least Senior High School diploma
Fresh Graduate is welcome to apply
Excellent in communicative skill is a must
Having experience for at least one year and passion in Customer Service (Optional)
Placement in Head Office, Jakarta

Waktu Bekerja :
8.00 – 15.00 WIB",https://www.loker.id/administrasi/staf-admin/staff-admin-uola-prima-sejahtera-pt-jakarta-barat.html,"Posted Date: April 22, 2024"
"LJ Hooker Tomang","Staff Admin","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Tanggung Jawab Pekerjaan :

* Melakukan tugas administrasi (mengumpulkan dan mengelola) terkait rekrutmen dan data properti 
* Mendukung marketing dalam memasarkan properti (merancang materi promosi, mengatur jadwal shift marketing, dan menangani client walk-in) 
* Membantu penyimpanan dokumen-dokumen legal terkait properti, seperti kontrak penyewaan, perjanjian kerja sama, dan persyaratan hukum lainnya

Keahlian :

* Mampu mengoperasikan Microsoft Office (Word, Excel, Powerpoint) dengan baik 
* Mampu membuat design simple dengan Canva dan/atau Photoshop / Corel
* Diutamakan jika mampu mengedit video simple dengan CapCut

Kualifikasi :

* Wanita usia 18-30 tahun, pendidikan Min. SMA 
* memiliki pengalaman sebagai admin
* Berdomisili di area Grogol Petamburan (Tomang dan sekitarnya) 

Waktu Bekerja :
Jam 9 s/d 17 WIB
Insentif :

Bonus sesuai performance",https://www.loker.id/administrasi/staf-admin/staff-admin-lj-hooker-tomang-jakarta-barat.html,"Posted Date: April 22, 2024"
"CV Kencana Buana Prima","Staff Marketing","Jakarta Timur","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","CV Kencana Buana Prima (Trio Jaya Kertas dan Percetakan ) sedang mencari karyawan baru untuk bergabung dengan tim sales kami. Silahkan ajukan lamaran melalui website ini jika kamu merupakan kandidat potensial yang sesuai dengan kualifikasi berikut:

Tanggung Jawab Pekerjaan :

– Melayani transaksi jual beli
– Membuat laporan penjualan
– Mengurus kas kecil toko
– (Tidak bertarget)

Keahlian :

– Menguasai Ms. Excel dan Ms. Word
– Terbiasa menggunakan komputer

Kualifikasi :

–Wanita
– Usia <28 tahun
– Non pengalaman silahkan melamar

Waktu Bekerja :
Senin – Jumat 8.00 – 17.00, Sabtu 8.00 – 16.00
Insentif :

Asuransi kesehatan perusahaan setelah 1 tahun bekerja",https://www.loker.id/ritel/asisten-ritel/staff-marketing-cv-kencana-buana-prima-jakarta-timur.html,"Posted Date: April 20, 2024"
